flat_type,flat_price,location,buildup_area_sqft,price_per_sqft,age_of_property,new_age,which_floor,furnishing,carpet_area,bedrooms,bathrooms,balcony,parking
3 BHK Flat,3.55,Chembur,1400.0,25360.0,3 Year Old,3.0,Middleof 15 floors,Semi Furnished,1164.0,3.0,3.0,1.0,Yes
2 BHK Flat,3.11,Santacruz West,900.0,34550.0,1 Years Old,1.0,Higherof 7 floors,,,2.0,1.0,,Yes
1 BHK Flat,0.79,Kandivali West,600.0,13080.0,2 Year Old,2.0,Lowerof 12 floors,Unfurnished,432.0,1.0,2.0,0.0,no
2 BHK Flat,1.65,Andheri West,650.0,25380.0,1 Years Old,1.0,Lowerof 15 floors,Unfurnished,,2.0,,0.0,Yes
4 BHK Flat,5.16,Wadala,1560.0,33080.0,1 Years Old,1.0,Higherof 44 floors,Semi Furnished,1560.0,4.0,3.0,0.0,Yes
2 BHK Flat,0.98,Mira Road East,1050.0,9330.0,Ready to move,,unknown,,641.0,2.0,3.0,3.0,Yes
1 BHK Flat,0.29,Nalasopara West,592.0,4900.0,2 Year Old,2.0,Middleof 6 floors,,370.0,1.0,1.0,2.0,Yes
1 BHK Flat,1.1,Borivali West,650.0,16920.0,1 Years Old,1.0,Middleof 8 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,2.65,Andheri East,770.0,34410.0,2 Year Old,2.0,Higherof 12 floors,,720.0,2.0,3.0,0.0,Yes
2 BHK Flat,1.1,Vikhroli East,688.0,15990.0,Ready to move,,unknown,,510.0,2.0,2.0,0.0,no
1 BHK Flat,0.29,Nalasopara West,610.0,4750.0,2 Year Old,2.0,Middleof 11 floors,Semi Furnished,360.0,1.0,1.0,2.0,Yes
2 BHK Flat,1.8,Dahisar East,830.0,21690.0,2 Year Old,2.0,Middleof 42 floors,Semi Furnished,656.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.87,Borivali West,730.0,25620.0,Ready to move,,unknown,,600.0,2.0,2.0,0.0,Yes
1 BHK Flat,1.5,others,462.0,32470.0,1 BHK,,Middleof 23 floors,Unfurnished,370.0,1.0,1.0,0.0,Yes
1 BHK Flat,0.29,Nalasopara West,595.0,4870.0,4 Year Old,4.0,Higherof 15 floors,Semi Furnished,385.0,1.0,1.0,2.0,Yes
2 BHK Flat,0.56,Virar East,844.0,6630.0,Ready to move,,unknown,,,1.0,3.0,,Yes
1 BHK Flat,0.52,Virar West,650.0,8000.0,2 Year Old,2.0,Higherof 23 floors,,475.0,1.0,2.0,2.0,Yes
2 BHK Flat,4.4,Khar West,900.0,48890.0,1 Years Old,1.0,Middleof 14 floors,Semi Furnished,,2.0,,0.0,Yes
2 BHK Flat,1.65,Kandivali West,750.0,22000.0,Ready to move,,unknown,,650.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.2,Jogeshwari East,1060.0,20750.0,Ready to move,,unknown,,778.0,2.0,2.0,0.0,Yes
3 BHK Flat,8.5,Lower Parel,2200.0,38640.0,3 Year Old,3.0,Middleof 90 floors,Unfurnished,2000.0,3.0,3.0,1.0,Yes
4 BHK Flat,3.25,Borivali East,1500.0,21670.0,1 Years Old,1.0,Middleof 18 floors,,,3.0,,0.0,Yes
1 BHK Flat,1.22,Andheri East,625.0,19520.0,1 Years Old,1.0,Middleof 16 floors,Unfurnished,,2.0,,0.0,Yes
1 BHK Flat,0.85,Mulund West,443.0,19190.0,1 Years Old,1.0,Lowerof 23 floors,Unfurnished,317.0,1.0,1.0,0.0,Yes
2 BHK Flat,2.65,Goregaon West,963.0,27520.0,3 Year Old,3.0,Lowerof 11 floors,Fully Furnished,,2.0,,0.0,Yes
2 BHK Flat,3.75,Matunga West,1300.0,28850.0,1 Years Old,1.0,Middleof 38 floors,Unfurnished,760.0,2.0,2.0,0.0,Yes
1 BHK Flat,1.45,Govandi,550.0,26360.0,1 Years Old,1.0,Middleof 20 floors,Semi Furnished,,2.0,,0.0,Yes
1 BHK Flat,1.2,Khar East,350.0,34280.0,Ready to move,,unknown,,,1.0,1.0,,Yes
1 BHK Flat,0.85,Vikhroli East,450.0,18890.0,2 Year Old,2.0,Higherof 23 floors,,,2.0,,0.0,no
2 BHK Flat,4.7,Khar West,1025.0,45850.0,Ready to move,,unknown,,,2.0,,0.0,Yes
2 BHK Flat,2.35,Kandivali West,900.0,26110.0,2 Year Old,2.0,Higherof 7 floors,Unfurnished,,2.0,,0.0,Yes
3 BHK Flat,6.7,Lower Parel,1150.0,58260.0,2 Year Old,2.0,Higherof 78 floors,Fully Furnished,1092.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.39,Chembur,1058.0,22590.0,1 Years Old,1.0,Lowerof 14 floors,Semi Furnished,855.0,2.0,2.0,1.0,Yes
2 BHK Flat,2.01,Andheri East,1200.0,16750.0,Ready to move,,unknown,,700.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.9,Malad East,398.0,22610.0,3 Year Old,3.0,Middleof 40 floors,Fully Furnished,365.0,1.0,2.0,0.0,no
1 BHK Flat,1.05,Borivali West,480.0,21880.0,1 Years Old,1.0,Middleof 8 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,0.7,Vasai East,950.0,7370.0,2 Year Old,2.0,Middleof 14 floors,Unfurnished,660.0,2.0,2.0,3.0,Yes
3 BHK Flat,1.85,Kandivali West,850.0,21760.0,Ready to move,,unknown,,,3.0,,0.0,Yes
2 BHK Flat,1.55,Kandivali West,650.0,23850.0,3 Year Old,3.0,Middleof 19 floors,Fully Furnished,480.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.6,Andheri East,1150.0,22610.0,1 Years Old,1.0,Middleof 19 floors,Unfurnished,720.0,2.0,2.0,1.0,Yes
1 BHK Flat,2.0,Matunga East,450.0,44440.0,1 Years Old,1.0,Lowerof 40 floors,Unfurnished,450.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.6,Borivali West,1060.0,15090.0,1 Years Old,1.0,Lowerof 22 floors,Unfurnished,,2.0,,0.0,Yes
3 BHK Flat,2.09,Dahisar West,1100.0,19000.0,2 Year Old,2.0,Higherof 9 floors,Fully Furnished,899.0,3.0,2.0,0.0,Yes
3 BHK Flat,3.5,Kandivali West,1400.0,25000.0,4 Year Old,4.0,Higherof 22 floors,Unfurnished,1150.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.9,Kandivali West,845.0,22480.0,2 Year Old,2.0,Middleof 20 floors,Semi Furnished,685.0,2.0,2.0,2.0,Yes
2 BHK Flat,1.74,Malad East,1200.0,14510.0,Ready to move,,unknown,,730.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.18,Ghatkopar East,651.0,18130.0,Ready to move,,unknown,,511.0,2.0,2.0,0.0,no
2 BHK Flat,1.0,Mira Road East,1035.0,9660.0,1 Years Old,1.0,Lowerof 25 floors,Unfurnished,750.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.24,Virar West,570.0,4210.0,3 Year Old,3.0,Lowerof 15 floors,Unfurnished,375.0,1.0,1.0,3.0,Yes
1 BHK Flat,0.85,Vikhroli East,399.0,21300.0,1 Years Old,1.0,Higherof 23 floors,Semi Furnished,396.0,1.0,1.0,0.0,no
1 BHK Flat,1.7,Wadala,625.0,27200.0,3 Year Old,3.0,Lowerof 25 floors,Fully Furnished,,2.0,1.0,,Yes
1 BHK Flat,1.15,Kurla West,750.0,15330.0,Ready to move,,unknown,,495.0,1.0,1.0,0.0,Yes
1 BHK Flat,0.84,Malad East,530.0,15910.0,1 Years Old,1.0,Lowerof 40 floors,Fully Furnished,308.0,1.0,2.0,0.0,no
1 BHK Flat,0.63,Mira Road East,730.0,8580.0,1 Years Old,1.0,Middleof 20 floors,Semi Furnished,518.0,1.0,2.0,3.0,no
2 BHK Flat,1.36,Kandivali West,861.0,15790.0,4 Year Old,4.0,Higherof 22 floors,Unfurnished,628.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.7,Bhandup West,540.0,12960.0,Ready to move,,unknown,,,2.0,,0.0,no
2 BHK Flat,2.0,Lower Parel,710.0,28170.0,2 Year Old,2.0,Higherof 70 floors,Semi Furnished,570.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.35,Nalasopara West,795.0,4400.0,1 Years Old,1.0,Higherof 14 floors,Semi Furnished,,2.0,2.0,,no
2 BHK Flat,1.12,Mira Road East,825.0,13570.0,1 Years Old,1.0,Middleof 27 floors,Semi Furnished,725.0,2.0,2.0,3.0,Yes
2 BHK Flat,3.75,Worli,800.0,46880.0,1 Years Old,1.0,Middleof 40 floors,,650.0,2.0,2.0,2.0,Yes
2 BHK Flat,1.85,Ghatkopar West,890.0,20790.0,1 Years Old,1.0,Higherof 10 floors,Unfurnished,648.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.54,Mira Road East,575.0,9300.0,Ready to move,,unknown,,410.0,1.0,1.0,2.0,Yes
1 BHK Flat,0.95,Kurla West,758.0,12600.0,4 Year Old,4.0,Higherof 13 floors,,455.0,1.0,2.0,2.0,Yes
2 BHK Flat,1.55,Malad West,700.0,22140.0,3 Year Old,3.0,Higherof 23 floors,Unfurnished,636.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.78,Vikhroli East,560.0,13930.0,1 Years Old,1.0,Middleof 22 floors,Unfurnished,395.0,1.0,2.0,0.0,Yes
1 BHK Flat,2.15,Dadar West,680.0,31620.0,1 Years Old,1.0,Higherof 22 floors,Unfurnished,,1.0,,0.0,Yes
2 BHK Flat,3.25,Worli,850.0,38230.0,3 Year Old,3.0,Middleof 40 floors,Semi Furnished,709.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.48,Malad East,1143.0,21700.0,4 Year Old,4.0,Middleof 55 floors,Semi Furnished,890.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.61,Kandivali East,980.0,16430.0,1 Years Old,1.0,Middleof 21 floors,Unfurnished,,2.0,,0.0,Yes
1 BHK Flat,1.0,Andheri East,500.0,20000.0,1 Years Old,1.0,Middleof 13 floors,Unfurnished,410.0,1.0,2.0,0.0,Yes
2 BHK Flat,2.3,Chembur,740.0,31080.0,3 Year Old,3.0,Middleof 14 floors,Semi Furnished,650.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.74,Jogeshwari West,505.0,14650.0,1 Years Old,1.0,Lowerof 20 floors,Unfurnished,321.0,1.0,2.0,0.0,no
2 BHK Flat,0.46,Virar West,950.0,4840.0,Ready to move,,unknown,,630.0,2.0,1.0,3.0,Yes
2 BHK Flat,1.54,Malad West,750.0,20530.0,3 Year Old,3.0,Lowerof 23 floors,Unfurnished,636.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.25,Andheri West,750.0,30000.0,2 Year Old,2.0,Lowerof 21 floors,Semi Furnished,665.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.92,Ghatkopar East,531.0,17400.0,1 BHK,,Higherof 16 floors,Unfurnished,462.0,1.0,2.0,0.0,Yes
1 BHK Flat,1.05,Chembur,415.0,25290.0,2 Year Old,2.0,Middleof 25 floors,Unfurnished,413.0,1.0,1.0,1.0,Yes
2 BHK Flat,2.2,Ghatkopar East,857.0,25670.0,1 Years Old,1.0,Lowerof 16 floors,Semi Furnished,746.0,2.0,2.0,0.0,Yes
4 BHK Flat,16.5,Juhu,3257.0,50660.0,1 Years Old,1.0,Middleof 12 floors,Unfurnished,,4.0,1.0,,Yes
3 BHK Flat,4.5,Mulund West,1430.0,31470.0,2 Year Old,2.0,Middleof 60 floors,Unfurnished,1300.0,3.0,2.0,1.0,Yes
3 BHK Flat,11.0,Khar West,2200.0,50000.0,3 Year Old,3.0,Higherof 10 floors,Fully Furnished,1850.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.7,Kandivali East,1000.0,17000.0,2 Year Old,2.0,Middleof 21 floors,Unfurnished,707.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.91,Chembur,1050.0,18190.0,3 Year Old,3.0,Higherof 15 floors,Semi Furnished,710.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.4,Powai,990.0,24240.0,1 Years Old,1.0,Higherof 22 floors,Semi Furnished,667.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.95,Chembur,520.0,18270.0,3 Year Old,3.0,Middleof 23 floors,Unfurnished,424.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.95,Bhandup West,1200.0,16250.0,2 Year Old,2.0,Lowerof 36 floors,Semi Furnished,810.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.59,Bhandup West,777.0,20460.0,3 Year Old,3.0,Middleof 23 floors,Semi Furnished,545.0,2.0,2.0,0.0,Yes
2 BHK Flat,3.7,Powai,1150.0,32170.0,2 Year Old,2.0,Middleof 23 floors,Semi Furnished,777.0,2.0,2.0,1.0,Yes
2 BHK Flat,4.77,Sion,1000.0,47700.0,3 Year Old,3.0,Lowerof 40 floors,Semi Furnished,956.0,2.0,2.0,1.0,Yes
2 BHK Flat,2.75,Powai,1000.0,27500.0,2 Year Old,2.0,Lowerof 21 floors,Semi Furnished,888.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.65,Mira Road East,750.0,8600.0,Ready to move,,unknown,,426.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.78,Mira Road East,696.0,11210.0,1 Years Old,1.0,Higherof 11 floors,Semi Furnished,410.0,1.0,2.0,3.0,Yes
4 BHK Flat,5.75,Mulund West,2550.0,22550.0,Ready to move,,unknown,,1926.0,4.0,3.0,1.0,Yes
2 BHK Flat,1.23,Kanjurmarg West,489.0,25150.0,4 Year Old,4.0,Lowerof 40 floors,Semi Furnished,471.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.21,Mira Road East,1020.0,11860.0,1 Years Old,1.0,Middleof 30 floors,Semi Furnished,630.0,2.0,2.0,3.0,Yes
4 BHK Flat,5.95,Parel,1850.0,32160.0,1 Years Old,1.0,Middleof 60 floors,Unfurnished,1468.0,4.0,3.0,0.0,Yes
2 BHK Flat,1.85,Ghatkopar West,1053.0,17570.0,4 Year Old,4.0,Middleof 22 floors,Unfurnished,656.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.42,Vasai East,650.0,6460.0,1 BHK,,Middleof 33 floors,Unfurnished,420.0,1.0,2.0,3.0,Yes
2 BHK Flat,1.82,Kanjurmarg East,800.0,22750.0,1 Years Old,1.0,Middleof 55 floors,Semi Furnished,675.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.5,Kurla West,1300.0,19230.0,2 Year Old,2.0,Middleof 14 floors,Semi Furnished,1050.0,3.0,3.0,0.0,Yes
1 BHK Flat,0.25,Boisar,620.0,4030.000000000001,4 Year Old,4.0,Middleof 4 floors,,395.0,1.0,1.0,2.0,Yes
2 BHK Flat,3.15,Sion,1250.0,25200.0,4 Year Old,4.0,Middleof 43 floors,Semi Furnished,955.0,2.0,2.0,3.0,Yes
2 BHK Flat,1.18,Vikhroli East,620.0,19030.0,4 Year Old,4.0,Middleof 21 floors,Semi Furnished,530.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.9,Mira Road East,700.0,12860.0,Ready to move,,unknown,,500.0,1.0,2.0,0.0,Yes
2 BHK Flat,0.51,Naigaon East,850.0,5940.0,1 Years Old,1.0,Middleof 23 floors,Unfurnished,545.0,2.0,1.0,3.0,Yes
1 BHK Flat,0.38,Virar West,650.0,5850.0,4 Year Old,4.0,Middleof 14 floors,Unfurnished,390.0,1.0,1.0,2.0,Yes
2 BHK Flat,2.5,Borivali East,925.0,27030.0,3 Year Old,3.0,Higherof 11 floors,Semi Furnished,750.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.22,Kanjurmarg West,629.0,19390.0,4 Year Old,4.0,Lowerof 40 floors,Unfurnished,479.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.69,Bhandup West,1020.0,26370.0,3 Year Old,3.0,Middleof 36 floors,Semi Furnished,1020.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.75,Mulund East,1020.0,26960.0,1 Years Old,1.0,Middleof 39 floors,Semi Furnished,,2.0,1.0,,Yes
3 BHK Flat,2.7,others,841.0,32100.0,Ready to move,,unknown,,841.0,3.0,2.0,0.0,Yes
3 BHK Flat,3.95,Ghatkopar East,1114.0,35460.0,1 Years Old,1.0,Middleof 12 floors,Semi Furnished,1014.0,3.0,2.0,0.0,Yes
2 BHK Flat,2.2,Govandi,720.0,30550.0,2 Year Old,2.0,Lowerof 15 floors,Unfurnished,540.0,2.0,2.0,0.0,Yes
3 BHK Flat,5.5,Wadala East,1500.0,36670.0,1 Years Old,1.0,Higherof 34 floors,Semi Furnished,1400.0,3.0,2.0,1.0,Yes
2 BHK Flat,2.2,Andheri East,1150.0,19130.0,Ready to move,,unknown,,700.0,2.0,2.0,1.0,Yes
3 BHK Flat,3.25,Kandivali East,1400.0,23210.0,1 Years Old,1.0,Lowerof 45 floors,Unfurnished,1100.0,3.0,3.0,3.0,Yes
3 BHK Flat,2.8,Chembur,980.0,28570.0,1 Years Old,1.0,Middleof 16 floors,Semi Furnished,973.0,3.0,2.0,0.0,Yes
2 BHK Flat,4.15,Prabhadevi,1250.0,33200.0,2 Year Old,2.0,Middleof 23 floors,Unfurnished,805.0,2.0,2.0,0.0,Yes
3 BHK Flat,2.3,Vikhroli West,1400.0,16430.0,2 Year Old,2.0,Lowerof 33 floors,Fully Furnished,1075.0,3.0,3.0,2.0,Yes
1 BHK Flat,1.37,Santacruz East,480.0,28540.0,1 Years Old,1.0,Higherof 10 floors,Unfurnished,400.0,1.0,2.0,0.0,no
2 BHK Flat,1.93,Kanjurmarg East,1050.0,18380.0,2 Year Old,2.0,Middleof 22 floors,Semi Furnished,750.0,2.0,2.0,0.0,Yes
1 BHK Flat,1.2,Mulund East,550.0,21820.0,1 Years Old,1.0,Middleof 23 floors,Unfurnished,,2.0,,0.0,Yes
1 BHK Flat,2.1,Vikhroli East,700.0,30000.0,3 Year Old,3.0,Middleof 15 floors,Semi Furnished,500.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.1,Mira Road East,800.0,13750.0,2 Year Old,2.0,Middleof 25 floors,Fully Furnished,650.0,2.0,2.0,3.0,Yes
3 BHK Flat,2.9,Ghatkopar East,1190.0,24370.0,1 Years Old,1.0,Higherof 16 floors,Unfurnished,992.0,3.0,3.0,1.0,Yes
2 BHK Flat,1.28,Bhandup West,700.0,18290.0,4 Year Old,4.0,Middleof 18 floors,Semi Furnished,550.0,2.0,2.0,1.0,Yes
3 BHK Flat,7.5,Juhu,1800.0,41670.0,Ready to move,,unknown,,1240.0,3.0,3.0,3.0,Yes
3 BHK Flat,2.82,Mulund West,1450.0,19440.0,1 Years Old,1.0,Middleof 60 floors,Semi Furnished,1050.0,3.0,3.0,0.0,Yes
2 BHK Flat,1.54,Chembur,785.0,19620.0,2 BHK,,Middleof 16 floors,Semi Furnished,605.0,2.0,2.0,0.0,Yes
2 BHK Flat,0.82,Mira Road East,950.0,8630.0,2 BHK,,Middleof 16 floors,Semi Furnished,600.0,2.0,2.0,3.0,Yes
3 BHK Flat,2.85,Mulund East,1200.0,23750.0,1 Years Old,1.0,Higherof 23 floors,Unfurnished,1050.0,3.0,3.0,2.0,Yes
3 BHK Flat,4.55,Powai,1550.0,29350.0,1 Years Old,1.0,Middleof 14 floors,Semi Furnished,1250.0,3.0,2.0,4.0,Yes
2 BHK Flat,1.75,Mulund West,895.0,19550.0,1 Years Old,1.0,Higherof 18 floors,,,2.0,,0.0,Yes
1 BHK Flat,0.78,Mira Road East,750.0,10400.0,3 Year Old,3.0,Middleof 23 floors,Semi Furnished,,2.0,2.0,,Yes
1 BHK Flat,0.28,Naigaon East,610.0,4510.0,2 Year Old,2.0,Higherof 7 floors,Unfurnished,425.0,1.0,2.0,2.0,Yes
1 BHK Flat,0.6,Mira Road East,680.0,8820.0,2 Year Old,2.0,Higherof 22 floors,Unfurnished,478.0,1.0,2.0,2.0,no
2 BHK Flat,2.05,Goregaon East,780.0,26280.0,4 Year Old,4.0,Middleof 15 floors,Fully Furnished,684.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.5,Jogeshwari West,697.0,35870.0,Ready to move,,,Unfurnished,697.0,2.0,2.0,1.0,Yes
3 BHK Flat,4.21,Powai,1429.0,29460.0,1 Years Old,1.0,Higherof 30 floors,Semi Furnished,986.0,3.0,3.0,1.0,Yes
1 BHK Flat,1.75,Powai,585.0,29910.0,1 Years Old,1.0,Higherof 23 floors,Unfurnished,380.0,1.0,2.0,0.0,Yes
3 BHK Flat,5.0,Powai,1700.0,29410.0,1 Years Old,1.0,Middleof 18 floors,Unfurnished,1286.0,3.0,2.0,1.0,Yes
3 BHK Flat,3.95,Powai,1600.0,24690.0,1 Years Old,1.0,,Unfurnished,,3.0,1.0,,Yes
1 BHK Flat,1.35,Jogeshwari West,451.0,29930.0,Ready to move,,unknown,,351.0,1.0,2.0,0.0,Yes
2 BHK Flat,2.5,Santacruz East,1000.0,25000.0,1 Years Old,1.0,Middleof 7 floors,Unfurnished,,2.0,,0.0,Yes
2 BHK Flat,2.35,Santacruz East,950.0,24740.0,1 Years Old,1.0,Middleof 7 floors,Unfurnished,,2.0,,0.0,Yes
1 BHK Flat,0.98,Bhandup West,600.0,16329.999999999998,2 Year Old,2.0,Lowerof 22 floors,Fully Furnished,437.0,1.0,1.0,2.0,Yes
2 BHK Flat,2.4,Malad West,950.0,25260.0,1 Years Old,1.0,Lowerof 22 floors,Unfurnished,750.0,2.0,2.0,0.0,no
2 BHK Flat,2.51,Goregaon West,1100.0,22820.0,4 Year Old,4.0,Middleof 32 floors,Unfurnished,905.0,2.0,2.0,3.0,Yes
2 BHK Flat,2.6,Powai,1070.0,24300.0,2 Year Old,2.0,Lowerof 22 floors,Semi Furnished,888.0,2.0,2.0,1.0,Yes
1 BHK Flat,0.89,Mira Road East,995.0,8970.0,1 Years Old,1.0,Middleof 25 floors,Semi Furnished,615.0,1.0,2.0,2.0,Yes
1 BHK Flat,1.55,Powai,630.0,24600.0,2 Year Old,2.0,Middleof 23 floors,Semi Furnished,379.0,1.0,1.0,0.0,Yes
2 BHK Flat,1.56,Kandivali West,1072.0,14550.0,2 BHK,,Middleof 59 floors,Semi Furnished,,2.0,1.0,,Yes
1 BHK Flat,1.35,Powai,580.0,23270.0,1 BHK,,Middleof 35 floors,Unfurnished,435.0,1.0,2.0,0.0,Yes
3 BHK Flat,1.05,Thane West,1132.0,9280.0,3 Year Old,3.0,Middleof 29 floors,Semi Furnished,871.0,3.0,2.0,1.0,Yes
4 BHK Flat,5.99,Goregaon West,1800.0,33280.0,1 Years Old,1.0,Middleof 24 floors,Unfurnished,1510.0,4.0,4.0,0.0,Yes
4 BHK Flat,11.0,Lower Parel,2259.0,48690.0,4 Year Old,4.0,Lowerof 40 floors,Unfurnished,2252.0,4.0,3.0,3.0,Yes
1 BHK Flat,0.96,others,550.0,17450.0,1 Years Old,1.0,Middleof 8 floors,Unfurnished,440.0,1.0,2.0,0.0,Yes
1 BHK Flat,1.45,Borivali West,530.0,27360.0,1 Years Old,1.0,Middleof 20 floors,Unfurnished,430.0,1.0,2.0,0.0,Yes
2 BHK Flat,1.3,Kurla East,748.0,17380.0,2 BHK,,Middleof 17 floors,Semi Furnished,598.0,2.0,2.0,1.0,Yes
1 BHK Flat,1.3,Andheri East,600.0,21670.0,1 Years Old,1.0,Middleof 16 floors,Unfurnished,450.0,1.0,2.0,0.0,Yes
3 BHK Flat,10.0,Lower Parel,1600.0,62500.0,1 Years Old,1.0,Lowerof 60 floors,Semi Furnished,1370.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.2,Chembur,900.0,24440.0,4 Year Old,4.0,Lowerof 15 floors,Semi Furnished,769.0,2.0,2.0,0.0,Yes
2 BHK Flat,2.75,Goregaon West,700.0,39280.0,3 Year Old,3.0,Higherof 22 floors,,675.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.35,Virar East,600.0,5830.0,1 Years Old,1.0,Middleof 18 floors,Semi Furnished,,1.0,2.0,,Yes
2 BHK Flat,4.15,Khar West,900.0,46110.0,Ready to move,,unknown,,,2.0,,0.0,Yes
2 BHK Flat,1.85,Kandivali West,850.0,21760.0,2 Year Old,2.0,Higherof 22 floors,Unfurnished,630.0,2.0,2.0,0.0,Yes
1 BHK Flat,0.75,Andheri East,510.0,14710.0,1 Years Old,1.0,Higherof 11 floors,Unfurnished,,1.0,,0.0,Yes
2 BHK Flat,2.3,Jogeshwari West,1030.0,22330.0,1 Years Old,1.0,Lowerof 21 floors,,744.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.95,Andheri West,850.0,22940.0,1 Years Old,1.0,Lowerof 21 floors,Semi Furnished,766.0,2.0,2.0,1.0,Yes
3 BHK Flat,6.75,Andheri West,1800.0,37500.0,1 Years Old,1.0,Higherof 12 floors,Unfurnished,,3.0,4.0,,Yes
3 BHK Flat,3.2,Mulund West,1061.0,30160.0,2 Year Old,2.0,Middleof 38 floors,Unfurnished,965.0,3.0,3.0,1.0,Yes
6 BHK Flat,11.25,Vile Parle East,2750.0,40910.0,3 Year Old,3.0,Higherof 9 floors,Semi Furnished,,6.0,3.0,,Yes
1 BHK Flat,0.99,Kandivali East,700.0,14140.0,2 Year Old,2.0,Middleof 21 floors,Unfurnished,425.0,1.0,2.0,0.0,Yes
3 BHK Flat,2.43,Mulund West,912.0,26640.0,3 Year Old,3.0,Middleof 45 floors,Semi Furnished,912.0,3.0,3.0,0.0,Yes
4 BHK Flat,10.25,Sion,2000.0,51250.0,3 Year Old,3.0,Lowerof 40 floors,Semi Furnished,1912.0,4.0,5.0,4.0,Yes
2 BHK Flat,0.95,Mira Road East,890.0,10670.0,Ready to move,,unknown,,552.0,2.0,2.0,3.0,Yes
1 BHK Flat,0.73,Mira Road East,590.0,12370.0,1 Years Old,1.0,Higherof 7 floors,Semi Furnished,414.0,1.0,2.0,3.0,Yes
3 BHK Flat,3.35,Mulund West,1525.0,21970.0,Ready to move,,unknown,,1127.0,3.0,2.0,1.0,Yes
1 BHK Flat,1.3,Mulund West,481.0,27030.0,1 Years Old,1.0,Middleof 40 floors,Semi Furnished,481.0,1.0,2.0,0.0,Yes
1 BHK Flat,0.85,Mira Road East,749.0,11350.0,1 Years Old,1.0,Middleof 30 floors,Semi Furnished,500.0,1.0,2.0,2.0,Yes
3 BHK Flat,5.35,Parel,1800.0,29720.0,1 Years Old,1.0,Middleof 60 floors,Unfurnished,1200.0,3.0,3.0,0.0,Yes
2 BHK Flat,2.16,Kanjurmarg East,950.0,22740.0,1 Years Old,1.0,Middleof 50 floors,Semi Furnished,810.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.2,Vikhroli East,625.0,19200.0,2 Year Old,2.0,Middleof 22 floors,Semi Furnished,,2.0,,0.0,Yes
1 BHK Flat,0.34,Naigaon East,615.0,5530.0,2 Year Old,2.0,Higherof 14 floors,Unfurnished,,1.0,2.0,,Yes
1 BHK Flat,0.38,Virar West,650.0,5850.0,4 Year Old,4.0,Higherof 14 floors,,390.0,1.0,1.0,2.0,Yes
3 BHK Flat,2.7,Mulund West,1062.0,25420.0,Ready to move,,unknown,,912.0,3.0,2.0,0.0,Yes
2 BHK Flat,1.59,Bhandup West,888.0,17910.0,3 Year Old,3.0,Lowerof 23 floors,Semi Furnished,550.0,2.0,2.0,0.0,Yes
2 BHK Flat,1.9,Mulund East,890.0,21350.0,1 Years Old,1.0,Middleof 39 floors,Unfurnished,,2.0,,0.0,Yes
5 BHK Flat,11.5,Vikhroli East,2050.0,56100.0,4 Year Old,4.0,Higherof 18 floors,,1942.0,5.0,4.0,3.0,Yes
3 BHK Flat,2.6,Chembur,1350.0,19260.0,1 Years Old,1.0,Lowerof 14 floors,Unfurnished,,3.0,,0.0,Yes
